"ALLERGY.CODE_ALLERGY.777289030";"A";"Y";"";"Y";"";"777289030";"777000000";"MX_VDM";"TMP13.2MX_VDMPK242368";"MX_VDM";"10";"MX_VDM    PK242368";"";""
"ALLERGY.CODE_ALLERGY.777289031";"A";"Y";"";"Y";"";"777289031";"777000000";"MX_VDM";"TMP13.2MX_VDMPK325706";"MX_VDM";"10";"MX_VDM    PK325706";"";""
"ALLERGY.CODE_ALLERGY.777289032";"A";"Y";"";"Y";"";"777289032";"777000000";"MX_VDM";"TMP13.2MX_VDM1143314";"MX_VDM";"10";"MX_VDM    1143314";"";""
"ALLERGY.CODE_ALLERGY.777289033";"A";"Y";"";"Y";"";"777289033";"777000000";"MX_VDM";"TMP13.2MX_VDMPK330370";"MX_VDM";"10";"MX_VDM    PK330370";"";""
"ALLERGY.CODE_ALLERGY.777289034";"A";"Y";"";"Y";"";"777289034";"777000000";"MX_VDM";"TMP13.2MX_VDMPK242851";"MX_VDM";"10";"MX_VDM    PK242851";"";""
"ALLERGY.CODE_ALLERGY.777289035";"A";"Y";"";"Y";"";"777289035";"777000000";"MX_VDM";"TMP13.2MX_VDM1092839";"MX_VDM";"10";"MX_VDM    1092839";"";""
"ALLERGY.CODE_ALLERGY.777289036";"A";"Y";"";"Y";"";"777289036";"777000000";"MX_VDM";"TMP13.2MX_VDM1092844";"MX_VDM";"10";"MX_VDM    1092844";"";""
"ALLERGY.CODE_ALLERGY.777289037";"A";"Y";"";"Y";"";"777289037";"777000000";"MX_VDM";"TMP13.2MX_VDMPK240556";"MX_VDM";"10";"MX_VDM    PK240556";"";""
"ALLERGY.CODE_ALLERGY.777289038";"A";"Y";"";"Y";"";"777289038";"777000000";"MX_VDM";"TMP13.2MX_VDM1097641";"MX_VDM";"10";"MX_VDM    1097641";"";""
"ALLERGY.CODE_ALLERGY.777289039";"A";"Y";"";"Y";"";"777289039";"777000000";"MX_VDM";"TMP13.2MX_VDMPK325897";"MX_VDM";"10";"MX_VDM    PK325897";"";""
"ALLERGY.CODE_ALLERGY.777289040";"A";"Y";"";"Y";"";"777289040";"777000000";"MX_VDM";"TMP13.2MX_VDMPK330441";"MX_VDM";"10";"MX_VDM    PK330441";"";""
"ALLERGY.CODE_ALLERGY.777289041";"A";"Y";"";"Y";"";"777289041";"777000000";"MX_VDM";"TMP13.2MX_VDM1143309";"MX_VDM";"10";"MX_VDM    1143309";"";""
"ALLERGY.CODE_ALLERGY.777289042";"A";"Y";"";"Y";"";"777289042";"777000000";"MX_VDM";"TMP13.2MX_VDMPK330443";"MX_VDM";"10";"MX_VDM    PK330443";"";""
"ALLERGY.CODE_ALLERGY.777289043";"A";"Y";"";"Y";"";"777289043";"777000000";"MX_VDM";"TMP13.2MX_VDMPK243077";"MX_VDM";"10";"MX_VDM    PK243077";"";""
"ALLERGY.CODE_ALLERGY.777289044";"A";"Y";"";"Y";"";"777289044";"777000000";"MX_VDM";"TMP13.2MX_VDMPK325831";"MX_VDM";"10";"MX_VDM    PK325831";"";""
"ALLERGY.CODE_ALLERGY.777289045";"A";"Y";"";"Y";"";"777289045";"777000000";"MX_VDM";"TMP13.2MX_VDM1281105";"MX_VDM";"10";"MX_VDM    1281105";"";""
"ALLERGY.CODE_ALLERGY.777289046";"A";"Y";"";"Y";"";"777289046";"777000000";"MX_VDM";"TMP13.2MX_VDM1281104";"MX_VDM";"10";"MX_VDM    1281104";"";""
"ALLERGY.CODE_ALLERGY.777289047";"A";"Y";"";"Y";"";"777289047";"777000000";"MX_VDM";"TMP13.2MX_VDMPK534227";"MX_VDM";"10";"MX_VDM    PK534227";"";""
"ALLERGY.CODE_ALLERGY.777289048";"A";"Y";"";"Y";"";"777289048";"777000000";"MX_VDM";"TMP13.2MX_VDM1139935";"MX_VDM";"10";"MX_VDM    1139935";"";""
"ALLERGY.CODE_ALLERGY.777289049";"A";"Y";"";"Y";"";"777289049";"777000000";"MX_VDM";"TMP13.2MX_VDMPK326626";"MX_VDM";"10";"MX_VDM    PK326626";"";""
"ALLERGY.CODE_ALLERGY.777289050";"A";"Y";"";"Y";"";"777289050";"777000000";"MX_VDM";"TMP13.2MX_VDMPK326627";"MX_VDM";"10";"MX_VDM    PK326627";"";""
