"584";"84";"1";"3";"30";"Y"
"585";"84";"1";"4";"40";"Y"
"586";"84";"1";"5";"50";"Y"
"587";"84";"1";"6";"60";"Y"
"589";"85";"1";"1";"10";"Y"
"590";"85";"1";"2";"20";"Y"
"591";"85";"1";"3";"30";"Y"
"592";"85";"1";"4";"40";"Y"
"593";"85";"1";"5";"50";"Y"
"594";"85";"1";"6";"60";"Y"
"596";"86";"1";"1";"10";"Y"
"597";"86";"1";"2";"20";"Y"
"598";"86";"1";"3";"30";"Y"
"599";"86";"1";"4";"40";"Y"
"600";"86";"1";"5";"50";"Y"
"601";"86";"1";"6";"60";"Y"
"603";"87";"1";"1";"10";"Y"
"604";"87";"1";"2";"20";"Y"
"605";"87";"1";"3";"30";"Y"
"606";"87";"1";"4";"40";"Y"
"607";"87";"1";"5";"50";"Y"
"608";"87";"1";"6";"60";"Y"
"610";"88";"1";"1";"10";"Y"
"611";"88";"1";"2";"20";"Y"
"612";"88";"1";"3";"30";"Y"
"613";"88";"1";"4";"40";"Y"
"614";"88";"1";"5";"50";"Y"
"615";"88";"1";"6";"60";"Y"
"617";"89";"1";"1";"10";"Y"
"618";"89";"1";"2";"20";"Y"
"619";"89";"1";"3";"30";"Y"
"620";"89";"1";"4";"40";"Y"
"621";"89";"1";"5";"50";"Y"
"622";"89";"1";"6";"60";"Y"
"624";"90";"1";"1";"10";"Y"
"625";"90";"1";"2";"20";"Y"
"626";"90";"1";"3";"30";"Y"
"627";"90";"1";"4";"40";"Y"
"628";"90";"1";"5";"50";"Y"
"629";"90";"1";"6";"60";"Y"
"631";"91";"1";"1";"10";"Y"
"632";"91";"1";"2";"20";"Y"
"633";"91";"1";"3";"30";"Y"
"634";"91";"1";"4";"40";"Y"
"635";"91";"1";"5";"50";"Y"
"636";"91";"1";"6";"60";"Y"
"638";"92";"1";"1";"10";"Y"
"639";"92";"1";"2";"20";"Y"
"640";"92";"1";"3";"30";"Y"
"641";"92";"1";"4";"40";"Y"
"642";"92";"1";"5";"50";"Y"
"643";"92";"1";"6";"60";"Y"
"645";"93";"1";"1";"10";"Y"
"646";"93";"1";"2";"20";"Y"
"647";"93";"1";"3";"30";"Y"
"648";"93";"1";"4";"40";"Y"
"649";"93";"1";"5";"50";"Y"
"650";"93";"1";"6";"60";"Y"
"652";"94";"1";"1";"10";"Y"
"653";"94";"1";"2";"20";"Y"
"654";"94";"1";"3";"30";"Y"
"655";"94";"1";"4";"40";"Y"
"656";"94";"1";"5";"50";"Y"
"657";"94";"1";"6";"60";"Y"
"659";"95";"1";"1";"10";"Y"
"660";"95";"1";"2";"20";"Y"
"661";"95";"1";"3";"30";"Y"
"662";"95";"1";"4";"40";"Y"
"663";"95";"1";"5";"50";"Y"
"664";"95";"1";"6";"60";"Y"
"666";"96";"1";"1";"10";"Y"
"667";"96";"1";"2";"20";"Y"
"668";"96";"1";"3";"30";"Y"
"669";"96";"1";"4";"40";"Y"
"670";"96";"1";"5";"50";"Y"
"671";"96";"1";"6";"60";"Y"
"673";"97";"1";"1";"10";"Y"
"674";"97";"1";"2";"20";"Y"
"675";"97";"1";"3";"30";"Y"
"676";"97";"1";"4";"40";"Y"
"677";"97";"1";"5";"50";"Y"
"678";"97";"1";"6";"60";"Y"
"680";"98";"1";"1";"10";"Y"
"681";"98";"1";"2";"20";"Y"
"682";"98";"1";"3";"30";"Y"
"683";"98";"1";"4";"40";"Y"
"684";"98";"1";"5";"50";"Y"
"685";"98";"1";"6";"60";"Y"
"687";"99";"1";"1";"10";"Y"
"688";"99";"1";"2";"20";"Y"
"689";"99";"1";"3";"30";"Y"
"690";"99";"1";"4";"40";"Y"
"691";"99";"1";"5";"50";"Y"
"692";"99";"1";"6";"60";"Y"
"694";"100";"1";"1";"10";"Y"
"695";"100";"1";"2";"20";"Y"
"696";"100";"1";"3";"30";"Y"
"697";"100";"1";"4";"40";"Y"
"698";"100";"1";"5";"50";"Y"
"699";"100";"1";"6";"60";"Y"
"701";"101";"1";"1";"10";"Y"
"702";"101";"1";"2";"20";"Y"
"703";"101";"1";"3";"30";"Y"
"704";"101";"1";"4";"40";"Y"
"705";"101";"1";"5";"50";"Y"
"706";"101";"1";"6";"60";"Y"
"708";"102";"1";"1";"10";"Y"
"709";"102";"1";"2";"20";"Y"
"710";"102";"1";"3";"30";"Y"
"711";"102";"1";"4";"40";"Y"
"712";"102";"1";"5";"50";"Y"
"713";"102";"1";"6";"60";"Y"
"715";"103";"1";"1";"10";"Y"
"716";"103";"1";"2";"20";"Y"
"717";"103";"1";"3";"30";"Y"
"718";"103";"1";"4";"40";"Y"
"719";"103";"1";"5";"50";"Y"
"720";"103";"1";"6";"60";"Y"
"722";"104";"1";"1";"10";"Y"
"723";"104";"1";"2";"20";"Y"
"724";"104";"1";"3";"30";"Y"
"725";"104";"1";"4";"40";"Y"
"726";"104";"1";"5";"50";"Y"
"727";"104";"1";"6";"60";"Y"
"729";"105";"1";"1";"10";"Y"
"730";"105";"1";"2";"20";"Y"
"731";"105";"1";"3";"30";"Y"
"732";"105";"1";"4";"40";"Y"
"733";"105";"1";"5";"50";"Y"
"734";"105";"1";"6";"60";"Y"
"736";"106";"1";"1";"10";"Y"
"737";"106";"1";"2";"20";"Y"
"738";"106";"1";"3";"30";"Y"
"739";"106";"1";"4";"40";"Y"
"740";"106";"1";"5";"50";"Y"
"741";"106";"1";"6";"60";"Y"
"743";"107";"1";"1";"10";"Y"
"744";"107";"1";"2";"20";"Y"
"745";"107";"1";"3";"30";"Y"
"746";"107";"1";"4";"40";"Y"
"747";"107";"1";"5";"50";"Y"
"748";"107";"1";"6";"60";"Y"
"750";"108";"1";"1";"10";"Y"
"751";"108";"1";"2";"20";"Y"
"752";"108";"1";"3";"30";"Y"
"753";"108";"1";"4";"40";"Y"
