"ALLERGY.CODE_ALLERGY.777365660";"A";"Y";"";"Y";"";"777365660";"777000000";"CL_VDM";"TMP13.2CL_VDM1092987";"CL";"10";"CL_VDM    1092987";"";""
"ALLERGY.CODE_ALLERGY.777365661";"A";"Y";"";"Y";"";"777365661";"777000000";"CL_VDM";"TMP13.2CL_VDM1092989";"CL";"10";"CL_VDM    1092989";"";""
"ALLERGY.CODE_ALLERGY.777365662";"A";"Y";"";"Y";"";"777365662";"777000000";"CL_VDM";"TMP13.2CL_VDM1092991";"CL";"10";"CL_VDM    1092991";"";""
"ALLERGY.CODE_ALLERGY.777365663";"A";"Y";"";"Y";"";"777365663";"777000000";"CL_VDM";"TMP13.2CL_VDM1092995";"CL";"10";"CL_VDM    1092995";"";""
"ALLERGY.CODE_ALLERGY.777365664";"A";"Y";"";"Y";"";"777365664";"777000000";"CL_VDM";"TMP13.2CL_VDM1093001";"CL";"10";"CL_VDM    1093001";"";""
"ALLERGY.CODE_ALLERGY.777365665";"A";"Y";"";"Y";"";"777365665";"777000000";"CL_VDM";"TMP13.2CL_VDM1093005";"CL";"10";"CL_VDM    1093005";"";""
"ALLERGY.CODE_ALLERGY.777365666";"A";"Y";"";"Y";"";"777365666";"777000000";"CL_VDM";"TMP13.2CL_VDM1093007";"CL";"10";"CL_VDM    1093007";"";""
"ALLERGY.CODE_ALLERGY.777365667";"A";"Y";"";"Y";"";"777365667";"777000000";"CL_VDM";"TMP13.2CL_VDM1093008";"CL";"10";"CL_VDM    1093008";"";""
"ALLERGY.CODE_ALLERGY.777365668";"A";"Y";"";"Y";"";"777365668";"777000000";"CL_VDM";"TMP13.2CL_VDM1093013";"CL";"10";"CL_VDM    1093013";"";""
"ALLERGY.CODE_ALLERGY.777365669";"A";"Y";"";"Y";"";"777365669";"777000000";"CL_VDM";"TMP13.2CL_VDM1093017";"CL";"10";"CL_VDM    1093017";"";""
"ALLERGY.CODE_ALLERGY.777365670";"A";"Y";"";"Y";"";"777365670";"777000000";"CL_VDM";"TMP13.2CL_VDM1093019";"CL";"10";"CL_VDM    1093019";"";""
"ALLERGY.CODE_ALLERGY.777365671";"A";"Y";"";"Y";"";"777365671";"777000000";"CL_VDM";"TMP13.2CL_VDM1093021";"CL";"10";"CL_VDM    1093021";"";""
"ALLERGY.CODE_ALLERGY.777365672";"A";"Y";"";"Y";"";"777365672";"777000000";"CL_VDM";"TMP13.2CL_VDM1093044";"CL";"10";"CL_VDM    1093044";"";""
"ALLERGY.CODE_ALLERGY.777365673";"A";"Y";"";"Y";"";"777365673";"777000000";"CL_VDM";"TMP13.2CL_VDM1093048";"CL";"10";"CL_VDM    1093048";"";""
"ALLERGY.CODE_ALLERGY.777365674";"A";"Y";"";"Y";"";"777365674";"777000000";"CL_VDM";"TMP13.2CL_VDM1093051";"CL";"10";"CL_VDM    1093051";"";""
"ALLERGY.CODE_ALLERGY.777365675";"A";"Y";"";"Y";"";"777365675";"777000000";"CL_VDM";"TMP13.2CL_VDM1093053";"CL";"10";"CL_VDM    1093053";"";""
"ALLERGY.CODE_ALLERGY.777365676";"A";"Y";"";"Y";"";"777365676";"777000000";"CL_VDM";"TMP13.2CL_VDM1093058";"CL";"10";"CL_VDM    1093058";"";""
"ALLERGY.CODE_ALLERGY.777365677";"A";"Y";"";"Y";"";"777365677";"777000000";"CL_VDM";"TMP13.2CL_VDM1093059";"CL";"10";"CL_VDM    1093059";"";""
"ALLERGY.CODE_ALLERGY.777365678";"A";"Y";"";"Y";"";"777365678";"777000000";"CL_VDM";"TMP13.2CL_VDM1093060";"CL";"10";"CL_VDM    1093060";"";""
"ALLERGY.CODE_ALLERGY.777365679";"A";"Y";"";"Y";"";"777365679";"777000000";"CL_VDM";"TMP13.2CL_VDM1093061";"CL";"10";"CL_VDM    1093061";"";""
"ALLERGY.CODE_ALLERGY.777365680";"A";"Y";"";"Y";"";"777365680";"777000000";"CL_VDM";"TMP13.2CL_VDM1093062";"CL";"10";"CL_VDM    1093062";"";""
"ALLERGY.CODE_ALLERGY.777365681";"A";"Y";"";"Y";"";"777365681";"777000000";"CL_VDM";"TMP13.2CL_VDM1093063";"CL";"10";"CL_VDM    1093063";"";""
"ALLERGY.CODE_ALLERGY.777365682";"A";"Y";"";"Y";"";"777365682";"777000000";"CL_VDM";"TMP13.2CL_VDM1093067";"CL";"10";"CL_VDM    1093067";"";""
"ALLERGY.CODE_ALLERGY.777365683";"A";"Y";"";"Y";"";"777365683";"777000000";"CL_VDM";"TMP13.2CL_VDM1093070";"CL";"10";"CL_VDM    1093070";"";""
"ALLERGY.CODE_ALLERGY.777365684";"A";"Y";"";"Y";"";"777365684";"777000000";"CL_VDM";"TMP13.2CL_VDM1093071";"CL";"10";"CL_VDM    1093071";"";""
"ALLERGY.CODE_ALLERGY.777365685";"A";"Y";"";"Y";"";"777365685";"777000000";"CL_VDM";"TMP13.2CL_VDM1093073";"CL";"10";"CL_VDM    1093073";"";""
"ALLERGY.CODE_ALLERGY.777365686";"A";"Y";"";"Y";"";"777365686";"777000000";"CL_VDM";"TMP13.2CL_VDM1093074";"CL";"10";"CL_VDM    1093074";"";""
"ALLERGY.CODE_ALLERGY.777365687";"A";"Y";"";"Y";"";"777365687";"777000000";"CL_VDM";"TMP13.2CL_VDM1093075";"CL";"10";"CL_VDM    1093075";"";""
"ALLERGY.CODE_ALLERGY.777365688";"A";"Y";"";"Y";"";"777365688";"777000000";"CL_VDM";"TMP13.2CL_VDM1093076";"CL";"10";"CL_VDM    1093076";"";""
"ALLERGY.CODE_ALLERGY.777365689";"A";"Y";"";"Y";"";"777365689";"777000000";"CL_VDM";"TMP13.2CL_VDM1093079";"CL";"10";"CL_VDM    1093079";"";""
"ALLERGY.CODE_ALLERGY.777365690";"A";"Y";"";"Y";"";"777365690";"777000000";"CL_VDM";"TMP13.2CL_VDM1093082";"CL";"10";"CL_VDM    1093082";"";""
"ALLERGY.CODE_ALLERGY.777365691";"A";"Y";"";"Y";"";"777365691";"777000000";"CL_VDM";"TMP13.2CL_VDM1128769";"CL";"10";"CL_VDM    1128769";"";""
"ALLERGY.CODE_ALLERGY.777365692";"A";"Y";"";"Y";"";"777365692";"777000000";"CL_VDM";"TMP13.2CL_VDM1128770";"CL";"10";"CL_VDM    1128770";"";""
"ALLERGY.CODE_ALLERGY.777365693";"A";"Y";"";"Y";"";"777365693";"777000000";"CL_VDM";"TMP13.2CL_VDM1128774";"CL";"10";"CL_VDM    1128774";"";""
"ALLERGY.CODE_ALLERGY.777365694";"A";"Y";"";"Y";"";"777365694";"777000000";"CL_VDM";"TMP13.2CL_VDM1128775";"CL";"10";"CL_VDM    1128775";"";""
"ALLERGY.CODE_ALLERGY.777365695";"A";"Y";"";"Y";"";"777365695";"777000000";"CL_VDM";"TMP13.2CL_VDM1128778";"CL";"10";"CL_VDM    1128778";"";""
"ALLERGY.CODE_ALLERGY.777365696";"A";"Y";"";"Y";"";"777365696";"777000000";"CL_VDM";"TMP13.2CL_VDM1128779";"CL";"10";"CL_VDM    1128779";"";""
"ALLERGY.CODE_ALLERGY.777365697";"A";"Y";"";"Y";"";"777365697";"777000000";"CL_VDM";"TMP13.2CL_VDM1128783";"CL";"10";"CL_VDM    1128783";"";""
"ALLERGY.CODE_ALLERGY.777365698";"A";"Y";"";"Y";"";"777365698";"777000000";"CL_VDM";"TMP13.2CL_VDM1128784";"CL";"10";"CL_VDM    1128784";"";""
"ALLERGY.CODE_ALLERGY.777365699";"A";"Y";"";"Y";"";"777365699";"777000000";"CL_VDM";"TMP13.2CL_VDM1128787";"CL";"10";"CL_VDM    1128787";"";""
"ALLERGY.CODE_ALLERGY.777365700";"A";"Y";"";"Y";"";"777365700";"777000000";"CL_VDM";"TMP13.2CL_VDM1128795";"CL";"10";"CL_VDM    1128795";"";""
"ALLERGY.CODE_ALLERGY.777365701";"A";"Y";"";"Y";"";"777365701";"777000000";"CL_VDM";"TMP13.2CL_VDM1128799";"CL";"10";"CL_VDM    1128799";"";""
"ALLERGY.CODE_ALLERGY.777365702";"A";"Y";"";"Y";"";"777365702";"777000000";"CL_VDM";"TMP13.2CL_VDM1128803";"CL";"10";"CL_VDM    1128803";"";""
"ALLERGY.CODE_ALLERGY.777365703";"A";"Y";"";"Y";"";"777365703";"777000000";"CL_VDM";"TMP13.2CL_VDM1128804";"CL";"10";"CL_VDM    1128804";"";""
"ALLERGY.CODE_ALLERGY.777365704";"A";"Y";"";"Y";"";"777365704";"777000000";"CL_VDM";"TMP13.2CL_VDM1128822";"CL";"10";"CL_VDM    1128822";"";""
"ALLERGY.CODE_ALLERGY.777365705";"A";"Y";"";"Y";"";"777365705";"777000000";"CL_VDM";"TMP13.2CL_VDM1128825";"CL";"10";"CL_VDM    1128825";"";""
"ALLERGY.CODE_ALLERGY.777365706";"A";"Y";"";"Y";"";"777365706";"777000000";"CL_VDM";"TMP13.2CL_VDM1128828";"CL";"10";"CL_VDM    1128828";"";""
"ALLERGY.CODE_ALLERGY.777365707";"A";"Y";"";"Y";"";"777365707";"777000000";"CL_VDM";"TMP13.2CL_VDM1128829";"CL";"10";"CL_VDM    1128829";"";""
