"N";"8881072590";"888000000";"0";"9";"0"
"N";"8881072591";"888000000";"0";"9";"0"
"N";"8881072592";"888000000";"0";"9";"0"
"N";"8881072593";"888000000";"0";"9";"0"
"N";"8881072594";"888000000";"0";"9";"0"
"N";"8881072595";"888000000";"0";"9";"0"
"N";"8881072596";"888000000";"0";"9";"0"
"N";"8881072597";"888000000";"0";"9";"0"
"N";"8881072598";"888000000";"0";"9";"0"
"N";"8881072599";"888000000";"0";"9";"0"
"N";"8881072600";"888000000";"0";"9";"0"
"N";"8881072601";"888000000";"0";"9";"0"
"N";"8881072602";"888000000";"0";"9";"0"
"N";"8881072603";"888000000";"0";"9";"0"
"N";"8881072604";"888000000";"0";"9";"0"
"N";"8881072605";"888000000";"0";"9";"0"
"N";"8881072606";"888000000";"0";"9";"0"
"N";"8881072607";"888000000";"0";"9";"0"
"N";"8881072608";"888000000";"0";"9";"0"
"N";"8881072609";"888000000";"0";"9";"0"
"N";"8881072610";"888000000";"0";"9";"0"
"N";"8881072611";"888000000";"0";"9";"0"
"N";"8881072612";"888000000";"0";"9";"0"
"N";"8881072613";"888000000";"0";"9";"0"
"N";"8881072614";"888000000";"0";"9";"0"
"N";"8881072615";"888000000";"0";"9";"0"
"N";"8881072616";"888000000";"0";"9";"0"
"N";"8881072617";"888000000";"0";"9";"0"
"N";"8881072618";"888000000";"0";"9";"0"
"N";"8881072619";"888000000";"0";"9";"0"
"N";"8881072620";"888000000";"0";"9";"0"
"N";"8881072621";"888000000";"0";"9";"0"
"N";"8881072622";"888000000";"0";"9";"0"
"N";"8881072623";"888000000";"0";"9";"0"
"N";"8881072624";"888000000";"0";"9";"0"
"N";"8881072625";"888000000";"0";"9";"0"
"N";"8881072626";"888000000";"0";"9";"0"
"N";"8881072627";"888000000";"0";"9";"0"
"N";"8881072628";"888000000";"0";"9";"0"
"N";"8881072629";"888000000";"0";"9";"0"
"N";"8881072630";"888000000";"0";"9";"0"
"N";"8881072631";"888000000";"0";"9";"0"
"N";"8881072632";"888000000";"0";"9";"0"
"N";"8881072633";"888000000";"0";"9";"0"
"N";"8881072634";"888000000";"0";"9";"0"
"N";"8881072635";"888000000";"0";"9";"0"
"N";"8881072636";"888000000";"0";"9";"0"
"N";"8881072637";"888000000";"0";"9";"0"
"N";"8881072638";"888000000";"0";"9";"0"
"N";"8881072639";"888000000";"0";"9";"0"
"N";"8881072640";"888000000";"0";"9";"0"
"N";"8881072641";"888000000";"0";"9";"0"
"N";"8881072642";"888000000";"0";"9";"0"
"N";"8881072643";"888000000";"0";"9";"0"
"N";"8881072644";"888000000";"0";"9";"0"
"N";"8881072645";"888000000";"0";"9";"0"
"N";"8881072646";"888000000";"0";"9";"0"
"N";"8881072647";"888000000";"0";"9";"0"
"N";"8881072648";"888000000";"0";"9";"0"
"N";"8881072649";"888000000";"0";"9";"0"
"N";"8881072650";"888000000";"0";"9";"0"
"N";"8881072651";"888000000";"0";"9";"0"
"N";"8881072652";"888000000";"0";"9";"0"
"N";"8881072653";"888000000";"0";"9";"0"
"N";"8881072654";"888000000";"0";"9";"0"
"N";"8881072655";"888000000";"0";"9";"0"
"N";"8881072656";"888000000";"0";"9";"0"
"N";"8881072657";"888000000";"0";"9";"0"
"N";"8881072658";"888000000";"0";"9";"0"
"N";"8881072659";"888000000";"0";"9";"0"
"N";"8881072660";"888000000";"0";"9";"0"
"N";"8881072661";"888000000";"0";"9";"0"
"N";"8881072662";"888000000";"0";"9";"0"
"N";"8881072663";"888000000";"0";"9";"0"
"N";"8881072664";"888000000";"0";"9";"0"
"N";"8881072665";"888000000";"0";"9";"0"
"N";"8881072666";"888000000";"0";"9";"0"
"N";"8881072667";"888000000";"0";"9";"0"
"N";"8881072668";"888000000";"0";"9";"0"
"N";"8881072669";"888000000";"0";"9";"0"
"N";"8881072670";"888000000";"0";"9";"0"
"N";"8881072671";"888000000";"0";"9";"0"
"N";"8881072672";"888000000";"0";"9";"0"
"N";"8881072673";"888000000";"0";"9";"0"
"N";"8881072674";"888000000";"0";"9";"0"
